pop_label,network_code,N,seed,par_mean,peak_hour_mean,peak_hour_shift,mean_cost_norm,mean_price_advantage,total_flexibility,mean_adjustment,emd_vs_baseline
Tipping,100a,100,3,1.5984832111618552,17.158333333333335,0.25,8.82440823855145,-1.0832276829958938,146.09523643250026,0.9303320412441229,0.7390319382227182
Tipping,100b,100,3,1.5946667676017237,17.216666666666665,0.25,8.849731469436778,-1.1025203583256655,144.1573347862024,0.8977889654108836,0.7130779720312942
Tipping,100c,100,3,1.5953398401843006,17.191666666666666,0.25,8.825675670597175,-1.080517337263842,142.0498438047577,0.8867229530923424,0.8555172081705197
Balanced,100a,100,3,1.536925156438935,16.891666666666666,-0.25,8.523707957437901,-0.8224829574379009,254.39600557418126,1.5981388871878792,1.3219447785226541
Balanced,100b,100,3,1.549192328671121,16.891666666666666,0.5,8.483648626436661,-0.7857639042144392,243.6946220079077,1.6164188191533402,1.4759186289570452
Balanced,100c,100,3,1.5611728428344769,16.7,0.25,8.49477748003971,-0.7986191467063766,240.98323641971874,1.671583863576731,1.722930908210766
Price-Maximalist,100a,100,3,1.6028041836356446,15.558333333333334,-5.0,8.086753163156196,-0.4827934409339731,469.3941204328588,2.6780149719514923,2.7565295944112806
Price-Maximalist,100b,100,3,1.585420448361899,15.75,-3.75,8.090405179097393,-0.47242462354183895,442.3150754407764,2.702839048508813,2.8457572568956087
Price-Maximalist,100c,100,3,1.6053122362656715,15.45,-5.0,8.078167917437085,-0.47036375077041814,468.40448368624436,2.6777732105118406,2.8514184761271877
Social-Maximalist,100a,100,3,1.5749755840736648,17.066666666666666,-1.75,8.696601727598846,-0.9607128387099567,190.8481831307381,1.2737678109299873,1.2190898026175494
Social-Maximalist,100b,100,3,1.6172695025197206,17.15,-0.75,8.742675415667396,-1.0049740267785063,189.03188911518808,1.2312316774795762,1.396138916730156
Social-Maximalist,100c,100,3,1.5927286970965384,17.008333333333333,-1.0,8.735434353415013,-0.9968857423039034,193.18869246616222,1.3282823708656581,1.3139857029919007
Habitual,100a,100,4,1.638682637395592,17.258333333333333,-1.0,8.547388667442124,-1.0037539452199007,155.6731854237601,1.0793348814491537,1.308640080856524
Habitual,100b,100,4,1.6338302902494228,17.191666666666666,0.0,8.53064654698112,-0.9876729358700094,155.26623306561655,1.0937343933681731,1.1232423612976794
Habitual,100c,100,4,1.6217238235871312,17.15,-0.25,8.54187259808101,-0.9965989869699011,154.8999480003164,1.0247234904314362,1.3363822118349007
Progressive,100a,100,4,1.6229941571702666,16.616666666666667,-0.25,8.238433097407702,-0.7428164307410348,294.8334034990636,1.808740946452692,1.9788816723576692
Progressive,100b,100,4,1.6096064848350708,16.825,-1.0,8.241219293785436,-0.7482109604521018,289.6880905111332,1.821915118833485,2.1593508966666985
Progressive,100c,100,4,1.5956957597240387,16.758333333333333,-0.25,8.226620977336891,-0.7366209773368905,279.9756584948905,1.812376326987946,2.3035232014293547
Tipping,100a,100,4,1.63867975538085,17.05,-1.0,8.546208327313007,-0.9980027717574528,177.90398833220814,1.0787961137731297,0.9629263582316339
Tipping,100b,100,4,1.6393886494104575,17.108333333333334,-1.0,8.526768309930649,-0.9806294210417597,181.3783299395799,1.147961052684711,1.282212268751311
Tipping,100c,100,4,1.6502468065716391,17.033333333333335,-1.0,8.54691044794657,-1.0072910035021243,177.424813254681,1.1019472342038097,1.1282392819098483
Balanced,100a,100,4,1.5954003827838206,16.75,-3.25,8.312415778929756,-0.7987768900408667,267.90518605442395,1.660111391368941,2.0932568054398173
Balanced,100b,100,4,1.5882224246167536,16.875,-0.75,8.29330154141439,-0.7846418191921685,269.36073785352085,1.7081835436708515,2.034582766884987
Balanced,100c,100,4,1.5922132708866628,16.741666666666667,-0.25,8.291997157622509,-0.7850263242891745,278.8989048928587,1.653172721148987,1.9569522802994999
Price-Maximalist,100a,100,4,1.665125115024657,15.733333333333333,-4.0,7.904735321312212,-0.49562976575665624,495.3760275891987,2.796593857316197,3.1067412314312257
Price-Maximalist,100b,100,4,1.6803597976398013,15.591666666666667,-3.5,7.950559875965846,-0.5398126537436236,565.3263418486204,2.5495285013935636,2.915752186384968
Price-Maximalist,100c,100,4,1.6734251070409196,15.55,-4.5,7.9135767562456145,-0.5012475895789479,497.40617071259766,2.749867139773971,3.492553272072715
Social-Maximalist,100a,100,4,1.6067712341204008,16.95,-0.5,8.440294610193256,-0.9222682213043675,252.5531775033892,1.6129158914497805,1.6648681215953927
Social-Maximalist,100b,100,4,1.614097791406613,16.6,-3.75,8.40964023684645,-0.8922096812908937,249.09375360907697,1.578997898938904,1.874572864242091
Social-Maximalist,100c,100,4,1.5864934805139668,16.683333333333334,-2.25,8.431806360331377,-0.9178591381091553,251.11857183829605,1.5660931281299637,1.9044482794222515
Habitual,100a,100,5,1.627229524984454,17.05,-1.25,8.80782128019863,-1.0330185024208511,133.92006962755437,0.9603577765746693,1.5352767991351355
Habitual,100b,100,5,1.6208887462346513,17.041666666666668,-2.5,8.792590658091124,-1.0253614914244569,133.50211483881023,0.9740834359968253,1.4345791593210042
Habitual,100c,100,5,1.6247035770166924,17.1,-2.25,8.80551964302215,-1.0298515874665966,134.83496366389716,0.9249486612475812,1.3324560404517176
Progressive,100a,100,5,1.6171724781050356,16.383333333333333,-2.25,8.512082717714032,-0.7907257732695897,277.19684068457093,1.7072459185398257,1.8879624105233006
Progressive,100b,100,5,1.5955931653406268,16.366666666666667,-2.25,8.514510279461229,-0.7949394461278956,281.33936004199404,1.6867852806418733,1.8661038898786062
Progressive,100c,100,5,1.617020756216524,16.583333333333332,-1.0,8.49973534654776,-0.7695367354366509,283.2882209919173,1.6906771073290625,1.8165793150508707
Tipping,100a,100,5,1.62397426332358,17.016666666666666,-0.75,8.769215810847149,-1.0049755330693695,154.48005596878542,1.0063615690310117,1.6688199005435678
Tipping,100b,100,5,1.6324122291016585,17.091666666666665,0.0,8.796170574693422,-1.0281136302489773,150.92800455928287,0.988575645982681,1.0839650552325695
Tipping,100c,100,5,1.623734460696192,17.108333333333334,-0.25,8.779124819770917,-1.0095748197709178,149.70986511964486,0.9362295283425803,0.9991113852044846
Balanced,100a,100,5,1.6008372518127998,16.708333333333332,-2.25,8.542813837970234,-0.8164596713035667,254.76850785281107,1.647563443784786,2.023130023251391
Balanced,100b,100,5,1.597453304431577,16.575,-2.75,8.506226593721308,-0.7914418714990866,245.38234531206345,1.6581172627138197,2.1549496085414805
Balanced,100c,100,5,1.5991020533464129,16.725,0.5,8.508012383646992,-0.7821401614247724,229.5964692065311,1.6932353185510483,1.8747955033340762
Price-Maximalist,100a,100,5,1.5928399003698692,15.733333333333333,-3.25,8.07384578730468,-0.4354457873046812,491.6401754906931,2.58481863745335,2.8062828475467514
Price-Maximalist,100b,100,5,1.5800975711700795,15.683333333333334,-3.25,8.104462222119333,-0.4489427776748867,473.81221504920876,2.669590665898362,2.6708526903359164
Price-Maximalist,100c,100,5,1.5798202053760586,15.616666666666667,-3.0,8.07471819095947,-0.42532374651502425,497.8576779809678,2.688925180112626,2.817904921657927
Social-Maximalist,100a,100,5,1.5975994488302814,17.041666666666668,-1.0,8.64918416996584,-0.9001327810769488,224.3272000833691,1.4281556255748498,1.7536456988381615
Social-Maximalist,100b,100,5,1.6256656779565264,17.058333333333334,-0.5,8.695562727242242,-0.9384335605755736,219.4982337630153,1.4028240799107052,2.061606411878294
Social-Maximalist,100c,100,5,1.6086008254624462,16.9,-1.0,8.704250534384583,-0.94034081216236,213.80819718035247,1.417297359232927,2.0512399519820397
Habitual,100a,100,6,1.653733698968795,17.225,0.0,8.646423556595781,-1.0594957788180062,126.80071553945189,0.924826470647992,0.8583259931484375
Habitual,100b,100,6,1.6488824468751206,17.125,-1.25,8.642005616603564,-1.0571597832702302,127.8400440964116,0.9365113503159351,0.9755972206596455
Habitual,100c,100,6,1.646491353698451,17.15,0.0,8.643070435694472,-1.05956071347225,125.8910633769856,0.8866366597258027,0.9371149862003292
Progressive,100a,100,6,1.6084152231217574,16.583333333333332,-1.5,8.333533775615498,-0.7897615533932753,285.41892055520697,1.7122728384648358,1.3366552946154928
Progressive,100b,100,6,1.5934386407368317,16.691666666666666,-1.5,8.324082620487637,-0.7834978982654153,272.99936851642696,1.7177635465701915,1.7518228053157774
Progressive,100c,100,6,1.5954015869208316,16.658333333333335,-1.25,8.310973032809859,-0.7705494216987474,276.80907761072166,1.6948284378016383,1.621701418555573
Tipping,100a,100,6,1.6298214199775205,17.216666666666665,0.0,8.591223812421267,-1.0146988124212657,165.35722114835073,1.0201767198273521,0.9722739926118551
Tipping,100b,100,6,1.6124406736376693,17.0,0.0,8.610827588741449,-1.030174810963672,167.61890750043617,0.9885008213252792,1.3642304172846846
Tipping,100c,100,6,1.6144428067462997,16.941666666666666,0.0,8.595399881950316,-1.019481826394761,164.73305199913773,0.9457950741567785,0.9466962832192678
Balanced,100a,100,6,1.6006343953059667,16.866666666666667,-2.5,8.326142273037123,-0.7969783841482324,262.7761777057212,1.6616152622375815,1.641574828796491
Balanced,100b,100,6,1.598532878853319,16.575,-1.25,8.306238078413022,-0.7765880784130216,261.76672572315874,1.6774820635072816,2.599392281536522
Balanced,100c,100,6,1.6177631458131454,16.65,-2.5,8.381871870271178,-0.8433885369378461,255.28968579657536,1.5888639662196333,1.6376552788413967
Price-Maximalist,100a,100,6,1.603436516043856,15.75,-3.25,7.93506105871501,-0.5074096698261223,474.3504386785836,2.7860138830809316,2.760423812278448
Price-Maximalist,100b,100,6,1.645820197357018,15.691666666666666,-3.75,7.963581319878364,-0.5222118754339207,478.1150295272394,2.6213033899277773,2.560388761806663
Price-Maximalist,100c,100,6,1.6270183549444035,15.616666666666667,-2.5,7.939265122463794,-0.49605817801934915,462.88619424939577,2.7251349513532226,2.8207923969807305
Social-Maximalist,100a,100,6,1.6375247350923527,16.825,-2.5,8.539566842092382,-0.9862335087590489,222.91753827132507,1.4007645589652302,1.5606873469713813
Social-Maximalist,100b,100,6,1.6118308025845467,16.775,-1.0,8.47582656569652,-0.9246001768076331,211.77049593033863,1.4045604024106504,1.2718402853856283
Social-Maximalist,100c,100,6,1.6225891051822743,16.883333333333333,-2.5,8.49724501422131,-0.9476991808879761,210.89095205991939,1.3836517980851282,1.3472462123566546
Habitual,100a,100,7,1.6289367098357135,17.325,-1.25,8.908232010592512,-1.072173677259177,155.3242357720041,0.9323219218768561,1.2781049392395307
Habitual,100b,100,7,1.6358082668134208,17.225,-1.5,8.897095157926424,-1.0617201579264248,163.31482784667799,0.9851681205731512,1.460078347342833
Habitual,100c,100,7,1.6231251337254125,17.258333333333333,-1.5,8.910352340898305,-1.073517618676082,157.93159576340815,0.9652468449667764,1.1167257054965787
Progressive,100a,100,7,1.640349128838608,16.675,-1.75,8.658366572697368,-0.861736017141812,278.36755297115235,1.8379737804944,2.3730457556993567
Progressive,100b,100,7,1.6145884512467377,16.766666666666666,-1.5,8.634388038160639,-0.8616797048273046,287.58798403145533,1.7185474363090234,2.786289409640784
Progressive,100c,100,7,1.6201587336504455,16.716666666666665,-3.25,8.625584003956073,-0.8467770595116263,280.1192372076991,1.7486459739054907,2.4602957236327794
Tipping,100a,100,7,1.635363708689212,17.158333333333335,-1.0,8.894665166135685,-1.061260999469018,194.09394522640915,1.0827101708051636,1.299690059061754
Tipping,100b,100,7,1.6119620166142634,17.141666666666666,-1.25,8.87436735430268,-1.039892354302682,187.79913568839822,1.1184346130408127,1.65609142321014
Tipping,100c,100,7,1.6267472244414094,17.233333333333334,-0.5,8.893831595394134,-1.0602204842830214,186.0175757724346,1.1628336265953245,1.4738108816872288
Balanced,100a,100,7,1.6016293331948483,16.883333333333333,-1.25,8.648215531627654,-0.8453349760720985,263.4039565640783,1.6917122367428086,1.9885337013379707
Balanced,100b,100,7,1.6354712337519273,16.85,-0.75,8.682679244248119,-0.880272299803677,269.535768428652,1.6995446362866613,2.6018980611040505
Balanced,100c,100,7,1.6178378419437212,16.675,-1.0,8.667203258191211,-0.8787935359689876,263.0902540605234,1.7358276572487368,2.273569155152958
Price-Maximalist,100a,100,7,1.6372322941033517,15.525,-4.0,8.184924564845788,-0.4987467870680094,515.0613544289744,2.618052538618926,3.3880050527171415
Price-Maximalist,100b,100,7,1.6643983939346954,15.533333333333333,-4.75,8.188989597488955,-0.49509376415562156,479.50200514724213,2.862001919706031,3.490800412109657
Price-Maximalist,100c,100,7,1.672934965266534,15.625,-4.5,8.147276669460876,-0.4660863916830969,509.6814384718387,2.797945307557388,3.6522001871721805
Social-Maximalist,100a,100,7,1.6270369828448952,17.1,-0.75,8.738556634207148,-0.9313413564293681,250.44974117660826,1.5164722073404129,2.220117252029825
Social-Maximalist,100b,100,7,1.5944707025516636,16.975,0.25,8.747023127579231,-0.9367536831347859,249.30943962004125,1.4024859194973607,1.9116606255720363
Social-Maximalist,100c,100,7,1.5995037539714665,17.133333333333333,-0.25,8.735862633839673,-0.9211390227285641,242.417185821812,1.4951602849852748,1.8648833758535557
Habitual,100a,100,8,1.6507442367937908,16.75,0.0,8.573448107649986,-1.084382829872206,160.93156247902425,1.0187654694719397,0.9361493858404256
Habitual,100b,100,8,1.6428890765207895,16.733333333333334,-1.25,8.53496598205032,-1.0574895931614299,156.9712154687773,1.032021743949196,1.1457810838254008
Habitual,100c,100,8,1.629912969852248,16.591666666666665,-1.75,8.552750535455841,-1.0697213687891747,156.96509025119613,1.0175010383119083,1.5703873145825327
Progressive,100a,100,8,1.6132536255703607,16.183333333333334,-1.25,8.21844925420124,-0.7850145319790164,310.49663647635754,1.7620676281660392,2.1243221646133565
Progressive,100b,100,8,1.6052177001801569,16.258333333333333,-1.5,8.221595540026337,-0.7964802622485596,303.63691865484395,1.85057805289617,2.349264613435452
Progressive,100c,100,8,1.64028835836788,16.133333333333333,-1.25,8.23058966331563,-0.8089674410934079,301.62000459421563,1.885610257155523,2.4675426316394997
Tipping,100a,100,8,1.6477800242507834,16.883333333333333,-1.0,8.516370629865259,-1.0507150743097042,164.6080345012788,1.0983238931793509,0.8576508071925916
Tipping,100b,100,8,1.640911444779076,16.675,-1.25,8.505698091355258,-1.0304453135774796,167.8021756194556,1.1359915190500287,1.5677195236641008
Tipping,100c,100,8,1.6290681544352026,16.633333333333333,-1.0,8.496858734226418,-1.030750400893084,167.29523563963951,1.072984366997534,1.1054218519201338
Balanced,100a,100,8,1.6400000767029477,16.008333333333333,-1.25,8.276859433806282,-0.8436677671396146,279.2343520727984,1.7199029269799109,2.2225963992154236
Balanced,100b,100,8,1.6408722502994597,16.2,-0.5,8.290299496289629,-0.859867551845187,282.5935828851387,1.7124669450971999,2.204824561253229
Balanced,100c,100,8,1.6319052094696547,16.366666666666667,-0.25,8.260178503903806,-0.837742392792695,275.35372395335486,1.725565155671472,2.2639932910934353
Price-Maximalist,100a,100,8,1.7093048611876922,15.316666666666666,-3.0,7.805828320773817,-0.4815838763293742,495.0749186840412,2.781130512273637,3.456073810254092
Price-Maximalist,100b,100,8,1.6694237987981058,15.066666666666666,-3.5,7.760542758494216,-0.43341914738310383,534.981270046908,2.881397216014909,4.223254912586104
Price-Maximalist,100c,100,8,1.7038908324600792,15.191666666666666,-3.0,7.825550813768289,-0.4966480359905117,501.4209012224721,2.683574313059604,3.1576403821265666
Social-Maximalist,100a,100,8,1.6362328270369477,16.608333333333334,-1.25,8.388706858578313,-0.9168026919116465,224.27036420853042,1.5715725373162732,1.9149715435746395
Social-Maximalist,100b,100,8,1.623439387083852,16.233333333333334,-2.25,8.38234603698047,-0.9172015925360242,213.98540380439547,1.5331434891786424,2.291641736280855
Social-Maximalist,100c,100,8,1.6283838895590745,16.483333333333334,-2.25,8.380437025044264,-0.9141023028220413,225.86607348559602,1.4874618137969555,1.6768790863028513
Habitual,100a,100,9,1.626734643892064,17.091666666666665,-1.5,8.767227851382474,-1.1248611847158085,131.6157171135454,0.8687730050680514,0.8852730030214481
Habitual,100b,100,9,1.6382330157814484,17.216666666666665,-0.25,8.745446309793206,-1.104336587570984,130.6958472703735,0.8938750590927395,1.260020472270392
Habitual,100c,100,9,1.6277366312608028,17.341666666666665,0.0,8.729841703812228,-1.0870305927011168,128.95999200586724,0.860258701732414,1.1371223920625473
Progressive,100a,100,9,1.607967456755535,16.7,-4.0,8.400730972227223,-0.8157073611161105,264.35508136378786,1.7361454012838595,2.7345859900922806
Progressive,100b,100,9,1.608722916862923,16.733333333333334,-3.5,8.398363880886487,-0.812706936442043,252.48894086472896,1.8214493785601726,2.7735087391498996
Progressive,100c,100,9,1.6081050100726084,16.658333333333335,-4.0,8.41405509902197,-0.8217175990219704,257.7304913255473,1.7856975456602537,2.2434893528063324
Tipping,100a,100,9,1.6206934817615752,17.166666666666668,-1.25,8.711840459589276,-1.0784571262559424,153.13121708778166,0.9707354059636925,1.4114017499484917
Tipping,100b,100,9,1.650310652326452,17.366666666666667,-1.5,8.727110506043728,-1.0892855060437274,150.11554532340003,0.9916612226794108,1.2250460161230967
Tipping,100c,100,9,1.616050062291566,17.366666666666667,-1.5,8.692634566806403,-1.065758177917513,151.23999139082056,0.9395622538179264,1.2855297498549447
Balanced,100a,100,9,1.6071233799365034,16.808333333333334,-1.5,8.423672777878602,-0.8267380556563793,255.59732000097557,1.7507404470611383,2.1001940779821964
Balanced,100b,100,9,1.6044074004387168,16.708333333333332,-3.25,8.389606731364928,-0.8023039535871508,262.0816564025479,1.7399998797861786,2.195949855133325
Balanced,100c,100,9,1.6216247382770745,16.683333333333334,-2.75,8.412849484719727,-0.8174272624975053,250.84685776217904,1.7221835809706463,2.549414521558812
Price-Maximalist,100a,100,9,1.6841080047169783,15.6,-2.5,8.057573153516273,-0.5605912090718287,472.41880499472313,2.6837908514047517,3.4312894949212005
Price-Maximalist,100b,100,9,1.6739845716366966,15.65,-2.5,8.095560295609522,-0.5914255733872992,482.07860223154137,2.6598856466679606,4.302413897635658
Price-Maximalist,100c,100,9,1.6775158284652183,15.55,-2.5,8.069638755003288,-0.5747970883366204,492.29951184326274,2.6516950736378506,3.7438848138235206
Social-Maximalist,100a,100,9,1.630431786822629,17.1,-1.5,8.64066459971551,-1.013818766382178,201.9508595202473,1.446629087906305,1.8365390297557878
Social-Maximalist,100b,100,9,1.6292031188136482,17.241666666666667,-1.75,8.634423033204406,-1.0049980332044062,191.41884141754247,1.347237107670908,1.687999440605703
Social-Maximalist,100c,100,9,1.6327605640112437,17.2,-1.75,8.63732228854599,-1.0090681218793225,197.59188778066905,1.423425486005724,2.278143387533471
Habitual,100a,100,10,1.6093564162288103,17.0,-2.25,8.684633935700544,-1.0248978245894351,158.7924997489509,1.0390416867545318,1.0705642820364194
Habitual,100b,100,10,1.6367469462608886,16.991666666666667,-2.25,8.707059235212784,-1.034395346323893,159.37184900463123,0.974403514729383,0.9551354573843228
Habitual,100c,100,10,1.609154547261756,17.125,-2.25,8.677824307584718,-1.0223479186958289,161.49787010540146,1.023860048320693,1.069920906535201
Progressive,100a,100,10,1.6054770534231706,16.3,-2.5,8.432056305256713,-0.7882063052567152,305.36201028929986,1.7329792125488452,1.9507379575914396
Progressive,100b,100,10,1.6121266368093117,16.4,-4.75,8.453631890487568,-0.808011057154234,298.86274879410513,1.6542919938309972,2.0630178057663784
Progressive,100c,100,10,1.590912732660278,16.275,-3.25,8.422721987191029,-0.778426153857695,296.02230854876893,1.7192604756781038,2.085223944564387
Tipping,100a,100,10,1.6467208432953018,16.925,-2.75,8.69603761345058,-1.0172626134505793,184.0493936306896,1.17675287137775,1.284644075362254
Tipping,100b,100,10,1.629906972569766,17.133333333333333,-2.5,8.683749523131887,-1.01108285646522,182.54332884246108,1.0612742358478073,1.1015042317089245
Tipping,100c,100,10,1.6196801162025853,17.083333333333332,-2.5,8.702067003747205,-1.0209086704138706,186.5735730391598,1.0484713943094526,1.2582178783878786
Balanced,100a,100,10,1.601071890525902,16.375,-2.5,8.41554868894896,-0.7938598000600698,283.97490680766504,1.7057776425303868,2.3538474931869744
Balanced,100b,100,10,1.5996466123846482,16.283333333333335,-4.25,8.404217835365612,-0.7863789464767226,288.34553097499526,1.67720185241523,1.8380376909604872
Balanced,100c,100,10,1.5851860988678361,16.325,-2.0,8.401928968971303,-0.782995635637969,296.52947907673206,1.7165735363630967,2.3030607142328723
Price-Maximalist,100a,100,10,1.6267591329844835,15.558333333333334,-4.5,8.008331325557192,-0.4558549366683026,512.2681065329363,2.699708154785119,3.283238921080536
Price-Maximalist,100b,100,10,1.642632614186931,15.725,-4.25,8.028033681041402,-0.4851809032636239,506.85119949944993,2.5442774834564013,3.3879845514907885
Price-Maximalist,100c,100,10,1.6535494641410267,15.55,-5.0,8.026121055750034,-0.47270022241669957,505.80180575193145,2.6685720546921488,3.593689733041994
Social-Maximalist,100a,100,10,1.6147278808389414,16.875,-0.5,8.600372361838994,-0.9338737507278837,242.4904578253672,1.5334196281270258,1.8567515397196344
Social-Maximalist,100b,100,10,1.6059446202484229,17.016666666666666,-0.75,8.609949730655485,-0.947912230655486,234.91590007190106,1.3835003037342595,1.6187432617602937
Social-Maximalist,100c,100,10,1.6120623651784234,16.966666666666665,-1.75,8.614707119308546,-0.9514182304196575,232.93141132309088,1.503657467733696,1.4394440385415355
Habitual,250a,250,1,1.5998810451260999,17.133333333333333,-1.0,8.750098037851965,-1.0551563711852978,362.1734181956385,0.9688246787488685,1.0571494487359283
Habitual,250b,250,1,1.5872633716130784,17.116666666666667,-1.0,8.753535875382875,-1.0547400420495427,355.6678887418028,0.9725177093134453,1.0336164658720162
Habitual,250c,250,1,1.595457758850403,17.075,-1.0,8.76140093815309,-1.06482593815309,361.4917532196507,0.9924492297107438,1.1036825007000306
Progressive,250a,250,1,1.5503585358494731,16.475,-3.0,8.434170919649537,-0.7872820307606491,707.3896689201671,1.766318597101479,1.8429345120340255
Progressive,250b,250,1,1.554709556694981,16.725,-3.0,8.435847517469545,-0.7880961285806563,712.610704062577,1.7579374124067262,1.8293010699115702
Progressive,250c,250,1,1.5499646537317255,16.808333333333334,-1.25,8.433934790692224,-0.7866542351366678,724.0697914382724,1.6959911930396232,1.639825341677808
Tipping,250a,250,1,1.583743897757949,17.008333333333333,-1.0,8.748378553240721,-1.0502257754629445,398.1687138349638,1.0285349692162806,1.2829216218100732
Tipping,250b,250,1,1.591111291181876,17.183333333333334,-1.0,8.759279157847976,-1.055341657847976,406.9763506656734,0.999052270252997,1.2603944357116905
Tipping,250c,250,1,1.588066287132188,17.158333333333335,-1.0,8.750172636895162,-1.0567129146729386,399.8118976541336,1.025425563867818,1.2758008256188393
Balanced,250a,250,1,1.5543595739726144,16.641666666666666,-3.5,8.474497426692661,-0.8228640933593288,672.6043268529044,1.7130615184200924,2.0714467280742865
Balanced,250b,250,1,1.5562079024330409,16.833333333333332,-1.75,8.483087623821435,-0.8317584571547667,691.9998432362373,1.664374745264238,2.0149391439429434
