pop_label,network_code,N,seed,dominant_group,cost_norm_mean,cost_norm_day29,adjustment_mean
Balanced,500b,500,5,Price-responsive,7.880291447563241,7.260416549453807,3.253186845573487
Balanced,500b,500,5,Social-influenced,8.644586866831803,8.185742305775978,1.5636883827537462
Balanced,500b,500,6,Habit-driven,8.663929922116054,8.364766948734038,1.0585703487111278
Balanced,500b,500,6,Price-responsive,7.9519288780584,7.1827338327620875,3.1087298415903994
Balanced,500b,500,6,Social-influenced,8.644541309219084,8.354001781360317,1.5486179442409143
Balanced,500b,500,7,Habit-driven,8.661745854125817,8.36370915921152,1.1076008371423136
Balanced,500b,500,7,Price-responsive,7.925321280035013,7.22827151273635,3.0684690693927155
Balanced,500b,500,7,Social-influenced,8.624025406850745,8.309548433313369,1.5261801730070526
Balanced,500b,500,8,Habit-driven,8.662208719572064,8.40154019680668,1.1363759337681392
Balanced,500b,500,8,Price-responsive,7.908532118435869,7.28454753265228,3.310090600434348
Balanced,500b,500,8,Social-influenced,8.62557459834264,8.25430761732359,1.5888912877271009
Balanced,500b,500,9,Habit-driven,8.643629373850057,8.416594779607927,1.1327523610161383
Balanced,500b,500,9,Price-responsive,7.918025928232312,7.170600164651048,3.1764002376402423
Balanced,500b,500,9,Social-influenced,8.564950849895919,8.171339666171125,1.570930203632022
Balanced,500b,500,10,Habit-driven,8.685844673952959,8.552592455726055,1.09675886081824
Balanced,500b,500,10,Price-responsive,7.980966380885438,7.459139802967667,3.103473215878479
Balanced,500b,500,10,Social-influenced,8.650192448563397,8.549311216603783,1.5738552753312103
Balanced,500c,500,1,Habit-driven,8.710737752657456,8.56780993403059,1.0401208779753814
Balanced,500c,500,1,Price-responsive,7.987451139120283,7.568350662557167,3.1782489848651188
Balanced,500c,500,1,Social-influenced,8.659225392571994,8.467168410046186,1.4809889743371007
Balanced,500c,500,2,Habit-driven,8.664998732701683,8.400755244771142,1.081404051710966
Balanced,500c,500,2,Price-responsive,7.897811805305999,7.303911568942768,3.114170225841724
Balanced,500c,500,2,Social-influenced,8.590775548482405,8.192306210154516,1.524207589254295
Balanced,500c,500,3,Habit-driven,8.689352277316452,8.37025268259103,1.0857747566562856
Balanced,500c,500,3,Price-responsive,7.986172448097666,7.2269377315073715,3.1636657856537265
Balanced,500c,500,3,Social-influenced,8.61689966614029,8.412103801819296,1.5135328304701205
Balanced,500c,500,4,Habit-driven,8.579813385265307,8.353789567211287,1.122906058475827
Balanced,500c,500,4,Price-responsive,7.917922246614657,7.325234740609417,3.2381842388332656
Balanced,500c,500,4,Social-influenced,8.559645503955382,8.31069973990611,1.5483477664794643
Balanced,500c,500,5,Habit-driven,8.697562398317052,8.349465829340271,1.103130153339235
Balanced,500c,500,5,Price-responsive,7.889692248597801,7.290625292195551,3.2442084551740105
Balanced,500c,500,5,Social-influenced,8.649267332623657,8.33723751585866,1.5453476590439335
Balanced,500c,500,6,Habit-driven,8.673435236061355,8.423171284987246,1.058291360948523
Balanced,500c,500,6,Price-responsive,7.945928922799042,7.135758771448128,3.098953805321779
Balanced,500c,500,6,Social-influenced,8.647148838285641,8.256230142924123,1.5283765799354858
Balanced,500c,500,7,Habit-driven,8.654255845650882,8.397067883059954,1.118022231448832
Balanced,500c,500,7,Price-responsive,7.927982176098145,7.213504465344366,3.1646837428398196
Balanced,500c,500,7,Social-influenced,8.625599275193753,8.181416187714396,1.5425175378222993
Balanced,500c,500,8,Habit-driven,8.678761084495576,8.496436052385691,1.1093589451693497
Balanced,500c,500,8,Price-responsive,7.919607319664404,7.4089677625108585,3.0902069136944754
Balanced,500c,500,8,Social-influenced,8.623169945606286,8.332391535842492,1.5365437476831443
Balanced,500c,500,9,Habit-driven,8.641890714793787,8.384511301247944,1.163155944152453
Balanced,500c,500,9,Price-responsive,7.905010417606774,7.101041673676188,3.307082572970505
Balanced,500c,500,9,Social-influenced,8.569149128957505,8.384461230205076,1.596664763295333
Balanced,500c,500,10,Habit-driven,8.667075738748677,8.537547176818467,1.0923814449266227
Balanced,500c,500,10,Price-responsive,7.978523818598139,7.516302122377363,3.1711006384138525
Balanced,500c,500,10,Social-influenced,8.639843895805516,8.385233501819386,1.546578419585173
