pop_label,network_code,N,seed,dominant_group,cost_norm_mean,cost_norm_day29,adjustment_mean
Tipping,500c,500,5,Habit-driven,8.799702992557943,8.564918105853,0.9470611419097299
Tipping,500c,500,5,Price-responsive,7.987119989099342,7.377056221163749,3.2202158074667877
Tipping,500c,500,5,Social-influenced,8.855018216826315,8.628775244489045,1.0343429457852928
Tipping,500c,500,6,Habit-driven,8.771491873772584,8.56420437688146,0.9144045488806044
Tipping,500c,500,6,Price-responsive,7.910234376289214,7.004080061622192,3.303574493732587
Tipping,500c,500,6,Social-influenced,8.75535128417863,8.506171612460367,1.0640155294640687
Tipping,500c,500,7,Habit-driven,8.765997395832665,8.556939862013481,0.8815961172625414
Tipping,500c,500,7,Price-responsive,7.954421082572441,7.14986764093546,3.391304575019899
Tipping,500c,500,7,Social-influenced,8.7578190320893,8.52950977324875,1.032259689277349
Tipping,500c,500,8,Habit-driven,8.782292018308693,8.703209934393119,0.9421410393069193
Tipping,500c,500,8,Price-responsive,7.927601348693843,7.434870881569136,3.4037301116206033
Tipping,500c,500,8,Social-influenced,8.739178552458462,8.556515198187931,1.0733875555403827
Tipping,500c,500,9,Habit-driven,8.762351503965123,8.70473274327761,0.9327257058008492
Tipping,500c,500,9,Price-responsive,7.893916272034372,7.264868170805386,3.261975412511111
Tipping,500c,500,9,Social-influenced,8.737068836970748,8.662529857000846,1.0746471526413133
Tipping,500c,500,10,Habit-driven,8.806285775601816,8.649808392995435,0.9089074966587745
Tipping,500c,500,10,Price-responsive,7.975950637051261,7.176938223254379,3.405518363478079
Tipping,500c,500,10,Social-influenced,8.81979839900541,8.809881220236893,1.0376584236479893
Balanced,500a,500,1,Habit-driven,8.70116075621613,8.489334695612719,1.0524995411065443
Balanced,500a,500,1,Price-responsive,7.9864491675721005,7.429040628432735,3.2322838133970517
Balanced,500a,500,1,Social-influenced,8.67561692587836,8.394829938153157,1.514095141581224
Balanced,500a,500,2,Habit-driven,8.668359638501258,8.470130588712337,1.1215363439710082
Balanced,500a,500,2,Price-responsive,7.908210649499294,7.199316237596201,3.359764062783921
Balanced,500a,500,2,Social-influenced,8.58860363348414,8.315331291790937,1.6019426554172156
Balanced,500a,500,3,Habit-driven,8.69588632909178,8.399608306461417,1.0898984559521545
Balanced,500a,500,3,Price-responsive,7.983370902550238,7.321204085214395,3.1449413604589536
Balanced,500a,500,3,Social-influenced,8.641541484338038,8.496870177056719,1.5157489662353347
Balanced,500a,500,4,Habit-driven,8.569784634223947,8.360439459284967,1.1238933636885164
Balanced,500a,500,4,Price-responsive,7.87978453154419,7.312866868557016,3.2338606549488578
Balanced,500a,500,4,Social-influenced,8.521287910273264,8.319575674655264,1.5802106302621635
Balanced,500a,500,5,Habit-driven,8.701121236870579,8.401411018305062,1.0921285744557754
Balanced,500a,500,5,Price-responsive,7.894044203010709,7.331487805307552,3.2252255984529614
Balanced,500a,500,5,Social-influenced,8.65455989519979,8.344267793553419,1.517630254560438
Balanced,500a,500,6,Habit-driven,8.669995272346274,8.39250286708605,1.068007171481861
Balanced,500a,500,6,Price-responsive,7.957737721914204,7.080895845335445,3.2888239958211387
Balanced,500a,500,6,Social-influenced,8.639342551611545,8.32282302616758,1.5719286488988269
Balanced,500a,500,7,Habit-driven,8.646440059449217,8.349351080043773,1.138053454342226
Balanced,500a,500,7,Price-responsive,7.916383420288334,7.2634427590880755,3.1702368580237645
Balanced,500a,500,7,Social-influenced,8.607188207296893,8.04210568528452,1.5740961350488898
Balanced,500a,500,8,Habit-driven,8.676922382460253,8.502044035716896,1.128101359064278
Balanced,500a,500,8,Price-responsive,7.925638055720466,7.325244155171882,3.1836468496806294
Balanced,500a,500,8,Social-influenced,8.649874664835849,8.428083671613585,1.5693242984599451
Balanced,500a,500,9,Habit-driven,8.623041829337355,8.337634527584225,1.166252511184902
Balanced,500a,500,9,Price-responsive,7.901826796270742,7.130088237729186,3.2809599658171344
Balanced,500a,500,9,Social-influenced,8.532440940499287,8.240214264425704,1.6345827736704306
Balanced,500a,500,10,Habit-driven,8.665965067282706,8.509460517952105,1.0986046619459193
Balanced,500a,500,10,Price-responsive,7.977915023132825,7.444324559510953,3.1265688726346936
Balanced,500a,500,10,Social-influenced,8.642251129994449,8.560431820272898,1.5727256502459328
Balanced,500b,500,1,Habit-driven,8.693895549649639,8.513464919235235,1.04760341162972
Balanced,500b,500,1,Price-responsive,7.9869337849399695,7.52544362355688,3.2226540947610607
Balanced,500b,500,1,Social-influenced,8.664254764744749,8.514685926063219,1.4940472536499352
Balanced,500b,500,2,Habit-driven,8.662536787524504,8.474067812485977,1.1107717085226225
Balanced,500b,500,2,Price-responsive,7.903815847807994,7.277206707948697,3.246629280933223
Balanced,500b,500,2,Social-influenced,8.593072350175392,8.237332688098954,1.60529548318256
Balanced,500b,500,3,Habit-driven,8.678662576475476,8.476874308202685,1.1155066707642285
Balanced,500b,500,3,Price-responsive,7.942264218893531,7.245690194966125,3.251546012981786
Balanced,500b,500,3,Social-influenced,8.61098230325906,8.460153336837529,1.556490561874597
Balanced,500b,500,4,Habit-driven,8.584587807821274,8.430031763568195,1.1275762362710093
Balanced,500b,500,4,Price-responsive,7.900471874568168,7.284568884760567,3.2454891216176223
Balanced,500b,500,4,Social-influenced,8.548274037645985,8.367874216590302,1.5660587741582832
Balanced,500b,500,5,Habit-driven,8.687868721880175,8.397332322750731,1.0983430419709401
